,Unnamed: 0,Model,Location,Miles,Prices,Year,Dealership,Manufacturer,Model_name,Mileage_Category
283,283,Bentley flying spur v12 engine Willing to part out,"Cincinnati, OH",65000.0,10000,2006,False,Bentley,flying spur v12 engine Willing to part out,50k-100k
284,284,Dodge caliber SRT4 Sport Wagon 4D,"Cincinnati, OH",117000.0,6885,2008,False,Dodge,caliber SRT4 Sport Wagon 4D,100k-150k
285,285,Nissan pathfinder SE Sport Utility 4D,"Latonia, KY",123000.0,495,1998,False,Nissan,pathfinder SE Sport Utility 4D,100k-150k
286,286,Ford fusion,"Cincinnati, OH",222000.0,1400,2014,False,Ford,fusion,Over 150k
287,287,Pontiac firebird,"Covington, KY",68000.0,16500,1968,False,Pontiac,firebird,50k-100k
288,288,Honda accord EX Coupe 2D,"Fort Mitchell, KY",182000.0,2800,2000,False,Honda,accord EX Coupe 2D,Over 150k
289,289,Pontiac grand am SE Sedan 4D,"Covington, KY",123000.0,1000,2005,False,Pontiac,grand am SE Sedan 4D,100k-150k
290,290,Kia optima LX Sedan 4D,"Bethel, OH",160000.0,4000,2007,False,Kia,optima LX Sedan 4D,Over 150k
291,291,Chevrolet cobalt SS Sedan 4D,"Aberdeen, OH",170000.0,1200,2007,False,Chevrolet,cobalt SS Sedan 4D,Over 150k
292,292,Ford mustang Deluxe Convertible 2D,"Cincinnati, OH",200000.0,1500,2007,False,Ford,mustang Deluxe Convertible 2D,Over 150k
293,293,Alfa Romeo spider,"Melbourne, KY",88000.0,1500,1986,False,Alfa Romeo,Romeo spider,50k-100k
294,294,Chevrolet cobalt Coupe 2D,"Bellevue, KY",151000.0,1500,2005,False,Chevrolet,cobalt Coupe 2D,Over 150k
295,295,Ram 1500 crew cab Laramie Pickup 4D 5 1/2 ft,"Covington, KY",122000.0,2500,2012,False,Ram,1500 crew cab Laramie Pickup 4D 5 1/2 ft,100k-150k
296,296,Kia optima EX Sedan 4D,"Cincinnati, OH",212000.0,3999,2012,False,Kia,optima EX Sedan 4D,Over 150k
297,297,Kia optima EX Sedan 4D,"Lawrenceburg, IN",185000.0,3000,2010,False,Kia,optima EX Sedan 4D,Over 150k
298,298,Infiniti g35,"Enon, OH",123000.0,6700,2006,False,Infiniti,g35,100k-150k
299,299,Chevrolet impala LS Sedan 4D,"Latonia, KY",170000.0,1300,2003,False,Chevrolet,impala LS Sedan 4D,Over 150k
300,300,Mercedes-Benz r-class R 350 Sport Wagon 4D,"Cincinnati, OH",178000.0,2500,2007,False,Mercedes-Benz,r-class R 350 Sport Wagon 4D,Over 150k
301,301,BMW 3 series 328xi Sedan 4D,"North Vernon, IN",132000.0,1,2007,False,BMW,3 series 328xi Sedan 4D,100k-150k
302,302,Oldsmobile aurora ￼,"Latonia, KY",162000.0,500,2000,False,Oldsmobile,aurora ￼,Over 150k
303,303,Hyundai santa fe sport Sport Utility 4D,"Covington, KY",100000.0,850,2003,False,Hyundai,santa fe sport Sport Utility 4D,50k-100k
304,304,Audi a3 2.0T Wagon 4D,"Fort Thomas, KY",203000.0,2400,2006,False,Audi,a3 2.0T Wagon 4D,Over 150k
305,305,Nissan altima 2.5 Sedan 4D,"Lexington, KY",160000.0,3495,2010,False,Nissan,altima 2.5 Sedan 4D,Over 150k
306,306,Toyota supra,"Latonia, KY",157000.0,1500,1989,False,Toyota,supra,Over 150k
307,307,Hyundai sonata SE Sedan 4D,"Cincinnati, OH",195000.0,2200,2008,False,Hyundai,sonata SE Sedan 4D,Over 150k
308,308,Chevrolet venture passenger Extended Minivan 4D,"North Vernon, IN",169000.0,800,2001,False,Chevrolet,venture passenger Extended Minivan 4D,Over 150k
309,309,BMW m3 Convertible 2D,"Cincinnati, OH",139000.0,23500,1998,False,BMW,m3 Convertible 2D,100k-150k
310,310,Bailey sprint car,"Cincinnati, OH",,8000,2006,False,Bailey,sprint car,
311,311,Ford escape,"Covington, KY",14000.0,1700,2003,False,Ford,escape,Under 50k
312,312,Chrysler pt cruiser Touring Sport Wagon 4D,"Latonia, KY",85000.0,1750,2003,False,Chrysler,pt cruiser Touring Sport Wagon 4D,50k-100k
313,313,Chevrolet cruze 1LT Sedan 4D,"Brooksville, KY",174000.0,800,2014,False,Chevrolet,cruze 1LT Sedan 4D,Over 150k
314,314,Porsche,"Independence, KY",40000.0,6500,1975,False,Porsche,,Under 50k
315,315,Chevrolet equinox LS Sport Utility 4D,"Cincinnati, OH",89000.0,1000,2015,False,Chevrolet,equinox LS Sport Utility 4D,50k-100k
316,316,Nissan murano SL Sport Utility 4D,"Cincinnati, OH",191000.0,2800,2007,False,Nissan,murano SL Sport Utility 4D,Over 150k
317,317,Nissan sentra,"Brooksville, KY",137000.0,700,2011,False,Nissan,sentra,100k-150k
318,318,Honda civic LX Sedan 4D,"Newport, KY",200000.0,800,1998,False,Honda,civic LX Sedan 4D,Over 150k
319,319,Ford escape XLT Sport Utility 4D,"Newport, KY",165000.0,1500,2002,False,Ford,escape XLT Sport Utility 4D,Over 150k
320,320,Acura,"Newport, KY",193000.0,500,2003,False,Acura,,Over 150k
321,321,Chrysler sebring Touring Sedan 4D,"Latonia, KY",180000.0,400,2006,False,Chrysler,sebring Touring Sedan 4D,Over 150k
322,322,Chevrolet equinox,"Cincinnati, OH",154000.0,3150,2004,False,Chevrolet,equinox,Over 150k
323,323,Buick lesabre,"Cincinnati, OH",1000.0,0,1987,False,Buick,lesabre,Under 50k
324,324,Mercedes-Benz e-550 parts cars parts only Parts only i repeat parts only,"Cincinnati, OH",190000.0,400,2010,False,Mercedes-Benz,e-550 parts cars parts only Parts only i repeat parts only,Over 150k
325,325,BMW 3 series 325xi Sedan 4D,"Alexandria, KY",165000.0,1300,2004,False,BMW,3 series 325xi Sedan 4D,Over 150k
326,326,Infiniti qx60 3.5 Sport Utility 4D,"Cincinnati, OH",150000.0,3000,2014,False,Infiniti,qx60 3.5 Sport Utility 4D,100k-150k
327,327,Ford five hundred SEL Sedan 4D,"Newport, KY",228000.0,1500,2005,False,Ford,five hundred SEL Sedan 4D,Over 150k
328,328,Nissan maxima GLE Sedan 4D,"Cincinnati, OH",176000.0,650,1996,False,Nissan,maxima GLE Sedan 4D,Over 150k
329,329,Chevrolet s10 regular cab Short Bed,"Covington, KY",213000.0,2000,2000,False,Chevrolet,s10 regular cab Short Bed,Over 150k
330,330,Toyota matrix XR Sport Wagon 4D,"Hamilton, OH",237000.0,1300,2006,False,Toyota,matrix XR Sport Wagon 4D,Over 150k
331,331,Ford focus ZX4 SE Sedan 4D,"Bellevue, KY",244000.0,1260,2005,False,Ford,focus ZX4 SE Sedan 4D,Over 150k
332,332,Chevrolet s-10 Pickup 2D 6 ft,"Marysville, IN",123000.0,600,1988,False,Chevrolet,s-10 Pickup 2D 6 ft,100k-150k
333,333,Honda accord EX Sedan 4D,"Cincinnati, OH",240000.0,2000,1995,False,Honda,accord EX Sedan 4D,Over 150k
334,334,Kia sportage LX Sport Utility 4D,"Latonia, KY",168000.0,2700,2007,False,Kia,sportage LX Sport Utility 4D,Over 150k
335,335,Mercury sable Premier Sedan 4D,"Camden, OH",99000.0,7000,2008,False,Mercury,sable Premier Sedan 4D,50k-100k
336,336,Ford taurus SE Sedan 4D,"Dayton, OH",77000.0,4600,2000,False,Ford,taurus SE Sedan 4D,50k-100k
337,337,Chevrolet malibu,"Latonia, KY",192000.0,1000,2010,False,Chevrolet,malibu,Over 150k
338,338,Dodge dart Aero Sedan 4D,"Brooksville, KY",132000.0,1000,2013,False,Dodge,dart Aero Sedan 4D,100k-150k
339,339,GMC sierra (classic) 2500 crew cab Suburban,"Silver Grove, KY",169000.0,4500,1986,False,GMC,sierra (classic) 2500 crew cab Suburban,Over 150k
340,340,Chevrolet s10 regular cab Short Bed,"Covington, KY",123000.0,11000,2000,False,Chevrolet,s10 regular cab Short Bed,100k-150k
341,341,Ford f150 (heritage) regular cab F-100 Sport Custom,"La Grange, KY",80000.0,4500,1970,False,Ford,f150 (heritage) regular cab F-100 Sport Custom,50k-100k
342,342,Nissan altima 2.5 Sedan 4D,"Hamilton, OH",226000.0,1700,2010,False,Nissan,altima 2.5 Sedan 4D,Over 150k
343,343,Ford ranger super cab XLT Pickup 2D 6 ft,"Covington, KY",195000.0,500,2006,False,Ford,ranger super cab XLT Pickup 2D 6 ft,Over 150k
344,344,Honda pilot EX Sport Utility 4D,"Newport, KY",280000.0,1950,2006,False,Honda,pilot EX Sport Utility 4D,Over 150k
345,345,Jeep grand cherokee,"Newport, KY",213000.0,1600,2006,False,Jeep,grand cherokee,Over 150k
346,346,Chevrolet traverse LS Sport Utility 4D,"Alexandria, KY",140000.0,1300,2010,False,Chevrolet,traverse LS Sport Utility 4D,100k-150k
347,347,Mitsubishi lancer O-Z Rally Edition Sedan 4D,"Cincinnati, OH",229000.0,2400,2003,False,Mitsubishi,lancer O-Z Rally Edition Sedan 4D,Over 150k
348,348,Ford explorer Eddie Bauer Sport Utility 4D,"Covington, KY",246000.0,1400,2000,False,Ford,explorer Eddie Bauer Sport Utility 4D,Over 150k
349,349,Ford focus SE Wagon 4D,"Cincinnati, OH",189000.0,3000,2007,False,Ford,focus SE Wagon 4D,Over 150k
350,350,Chevrolet s10 extended cab 355 v8-Restomod-Cash/Trade,"Cincinnati, OH",1400.0,155,1993,False,Chevrolet,s10 extended cab 355 v8-Restomod-Cash/Trade,Under 50k
351,351,Ford explorer,"Latonia, KY",150000.0,1000,2006,False,Ford,explorer,100k-150k
352,352,Ford explorer Sport Utility 4D,"Covington, KY",177000.0,1500,1997,False,Ford,explorer Sport Utility 4D,Over 150k
353,353,Ford escape,"Covington, KY",150000.0,1400,2002,False,Ford,escape,100k-150k
354,354,Chevrolet tahoe Sport Utility 4D,"Alexandria, KY",325000.0,2500,2001,False,Chevrolet,tahoe Sport Utility 4D,Over 150k
355,355,Chevrolet silverado 1500 extended cab Long Bed,"Cincinnati, OH",192000.0,3000,2000,False,Chevrolet,silverado 1500 extended cab Long Bed,Over 150k
356,356,Ford mustang GT Convertible 2D,"Cincinnati, OH",148000.0,2500,1995,False,Ford,mustang GT Convertible 2D,100k-150k
357,357,Chevrolet impala LS Sedan 4D,"Cincinnati, OH",188000.0,1000,2011,False,Chevrolet,impala LS Sedan 4D,Over 150k
358,358,Chevrolet silverado 1500 regular cab LS Pickup 2D 6 1/2 ft,"Fort Thomas, KY",176000.0,1900,2004,False,Chevrolet,silverado 1500 regular cab LS Pickup 2D 6 1/2 ft,Over 150k
359,359,Chevrolet impala,"Cincinnati, OH",170000.0,1000,2002,False,Chevrolet,impala,Over 150k
360,360,Cadillac STS-V Sedan 4D,"Cincinnati, OH",175000.0,2500,2009,False,Cadillac,STS-V Sedan 4D,Over 150k
361,361,Chevrolet avalanche 1500 LT Sport Utility Pickup 4D 5 1/4 ft,"Cincinnati, OH",210000.0,3300,2005,False,Chevrolet,avalanche 1500 LT Sport Utility Pickup 4D 5 1/4 ft,Over 150k
362,362,Chevrolet hhr LS Sport Wagon 4D,"Cincinnati, OH",191000.0,1200,2007,False,Chevrolet,hhr LS Sport Wagon 4D,Over 150k
363,363,Honda accord LX Sedan 4D,"Covington, KY",104000.0,2500,1996,False,Honda,accord LX Sedan 4D,100k-150k
364,364,Oldsmobile cutlass,"Cincinnati, OH",123000.0,11000,1964,False,Oldsmobile,cutlass,100k-150k
365,365,Nissan altima 2.5 S Sedan 4D,"Alexandria, KY",1200.0,2000,2008,False,Nissan,altima 2.5 S Sedan 4D,Under 50k
366,366,Volkswagen passat 2.5L SE Sedan 4D,"Cincinnati, OH",43000.0,6800,2013,False,Volkswagen,passat 2.5L SE Sedan 4D,Under 50k
367,367,Nissan altima 2.5 S Sedan 4D,"Cincinnati, OH",50000.0,8878,2018,False,Nissan,altima 2.5 S Sedan 4D,Under 50k
368,368,Chevrolet malibu LS Sedan 4D,"Cincinnati, OH",127000.0,7500,2016,False,Chevrolet,malibu LS Sedan 4D,100k-150k
369,369,Chrysler 200S Sedan 4D,"Cincinnati, OH",58000.0,11999,2016,False,Chrysler,200S Sedan 4D,50k-100k
370,370,Ford taurus sel,"Cincinnati, OH",127000.0,7100,2015,False,Ford,taurus sel,100k-150k
371,371,Hyundai accent se 6a,"Hamilton, OH",47000.0,14900,2021,False,Hyundai,accent se 6a,Under 50k
372,372,Infiniti q50 3.7 Premium Sedan 4D,"Cincinnati, OH",152000.0,8700,2015,False,Infiniti,q50 3.7 Premium Sedan 4D,Over 150k
373,373,Kia forte EX Sedan 4D,"Dayton, OH",48000.0,7000,2010,False,Kia,forte EX Sedan 4D,Under 50k
374,374,Acura mdx SH-AWD Sport Utility 4D,"Cincinnati, OH",72000.0,12500,2015,False,Acura,mdx SH-AWD Sport Utility 4D,50k-100k
375,375,Ford taurus sel awd 3.5l v6,"Cincinnati, OH",99000.0,11993,2015,False,Ford,taurus sel awd 3.5l v6,50k-100k
376,376,Audi q3 Premium Plus Sport Utility 4D,"Cincinnati, OH",136000.0,9200,2018,False,Audi,q3 Premium Plus Sport Utility 4D,100k-150k
377,377,Honda civic,"Cincinnati, OH",108000.0,9995,2015,False,Honda,civic,100k-150k
378,378,Nissan altima 2.5 SV Sedan 4D,"Dayton, OH",150000.0,5000,2015,False,Nissan,altima 2.5 SV Sedan 4D,100k-150k
379,379,Nissan rogue S Sport Utility 4D,"Dayton, OH",103000.0,6750,2016,False,Nissan,rogue S Sport Utility 4D,100k-150k
380,380,Chevrolet malibu LT Sedan 4D,"Monroe, OH",59000.0,10500,2017,False,Chevrolet,malibu LT Sedan 4D,50k-100k
381,381,Chevrolet impala LT Sedan 4D,"Cincinnati, OH",68000.0,8800,2018,False,Chevrolet,impala LT Sedan 4D,50k-100k
382,382,Kia N/A,"Cincinnati, OH",60000.0,6500,2021,False,Kia,N/A,50k-100k
383,383,Hyundai elantra GLS Sedan 4D,"Cincinnati, OH",104000.0,2500,2004,False,Hyundai,elantra GLS Sedan 4D,100k-150k
384,384,Mazda 3 s hatchback,"Florence, KY",165000.0,3900,2005,False,Mazda,3 s hatchback,Over 150k
385,385,Kia optima LX Sedan 4D,"Hamilton, OH",107000.0,8500,2013,False,Kia,optima LX Sedan 4D,100k-150k
386,386,Honda accord EX Sedan 4D,"Cincinnati, OH",160000.0,5500,2010,False,Honda,accord EX Sedan 4D,Over 150k
387,387,Ford taurus SE Sedan 4D,"Cincinnati, OH",137000.0,4500,2013,False,Ford,taurus SE Sedan 4D,100k-150k
388,388,Honda insight EX Sedan 4D,"Cincinnati, OH",88000.0,2600,2019,False,Honda,insight EX Sedan 4D,50k-100k
389,389,Honda accord EX Sedan 4D,"Cincinnati, OH",134000.0,4850,2006,False,Honda,accord EX Sedan 4D,100k-150k
390,390,Chevrolet malibu LS Sedan 4D,"Cincinnati, OH",185000.0,5800,2016,False,Chevrolet,malibu LS Sedan 4D,Over 150k
391,391,Nissan altima 3.5 SE Sedan 4D,"Loveland, OH",126000.0,4400,2009,False,Nissan,altima 3.5 SE Sedan 4D,100k-150k
392,392,Chevrolet equinox,"Cincinnati, OH",92000.0,6000,2018,False,Chevrolet,equinox,50k-100k
393,393,Hyundai genesis coupe 2.0T Coupe 2D,"Scottsburg, IN",120000.0,7500,2011,False,Hyundai,genesis coupe 2.0T Coupe 2D,100k-150k
394,395,Audi a5 3.2 Quattro Coupe 2D,"Fort Mitchell, KY",107000.0,5250,2009,False,Audi,a5 3.2 Quattro Coupe 2D,100k-150k
395,396,Kia soul + Wagon 4D,"Amelia, OH",246000.0,1600,2012,False,Kia,soul + Wagon 4D,Over 150k
396,397,Nissan maxima S Sedan 4D,"Erlanger, KY",250000.0,3000,2014,False,Nissan,maxima S Sedan 4D,Over 150k
397,398,Mazda mx-5 miata Convertible 2D,"Cincinnati, OH",150000.0,4000,1995,False,Mazda,mx-5 miata Convertible 2D,100k-150k
398,399,Ford focus S Sedan 4D,"Latonia, KY",172000.0,2000,2014,False,Ford,focus S Sedan 4D,Over 150k
399,400,Subaru svx Sport Coupe 2D,"Latonia, KY",105000.0,800,1992,False,Subaru,svx Sport Coupe 2D,100k-150k
400,401,Honda civic DX Coupe 2D,"Crestwood, KY",93000.0,4000,2002,False,Honda,civic DX Coupe 2D,50k-100k
401,402,Toyota c-hr LE Sport Utility 4D,"Cincinnati, OH",82000.0,500,2021,False,Toyota,c-hr LE Sport Utility 4D,50k-100k
402,403,Volkswagen eos lux,"Dayton, OH",117000.0,2295,2007,False,Volkswagen,eos lux,100k-150k
403,404,Ford fiesta SE Sedan 4D,"Batavia, OH",270000.0,1234,2011,False,Ford,fiesta SE Sedan 4D,Over 150k
404,405,MINI Cooper S Hatchback 2D,"Cincinnati, OH",108000.0,7995,2013,True,MINI,Cooper S Hatchback 2D,100k-150k
405,406,Hyundai azera GLS Sedan 4D,"Prospect, KY",121000.0,3000,2009,False,Hyundai,azera GLS Sedan 4D,100k-150k
406,407,Mercedes-Benz c-class C 300 4MATIC Luxury Sedan 4D,"Cincinnati, OH",142000.0,6400,2012,False,Mercedes-Benz,c-class C 300 4MATIC Luxury Sedan 4D,100k-150k
407,408,Kia soul + Wagon 4D,"Cincinnati, OH",156000.0,5400,2014,False,Kia,soul + Wagon 4D,Over 150k
408,409,Nissan maxima,"Cincinnati, OH",90000.0,16493,2019,False,Nissan,maxima,50k-100k
409,410,Ford f150 regular cab Long Bed,"Cincinnati, OH",177000.0,5500,1995,False,Ford,f150 regular cab Long Bed,Over 150k
410,411,BMW 328i convertible,"Springfield, OH",81000.0,7500,2008,False,BMW,328i convertible,50k-100k
411,412,Chevrolet cruze LT Sedan 4D,"Walton, KY",173000.0,4500,2011,False,Chevrolet,cruze LT Sedan 4D,Over 150k
412,413,Audi q7 3.0T Premium Plus Sport Utility 4D,"Covington, KY",117000.0,2500,2015,False,Audi,q7 3.0T Premium Plus Sport Utility 4D,100k-150k
413,414,Nissan altima,"Cincinnati, OH",,4995,2008,False,Nissan,altima,
414,415,Acura tl SH-AWD Sedan 4D,"Cincinnati, OH",143000.0,6800,2013,False,Acura,tl SH-AWD Sedan 4D,100k-150k
415,416,Ford explorer,"Lexington, KY",165000.0,9800,2016,False,Ford,explorer,Over 150k
416,417,BMW x3 xDrive28i Sport Utility 4D,"Cincinnati, OH",108000.0,11995,2016,False,BMW,x3 xDrive28i Sport Utility 4D,100k-150k
417,418,Ford focus SE Sedan 4D,"Amelia, OH",150000.0,3300,2015,False,Ford,focus SE Sedan 4D,100k-150k
418,419,Honda civic LX Sedan 4D,"Cincinnati, OH",190000.0,3650,2005,False,Honda,civic LX Sedan 4D,Over 150k
419,420,Ford fusion SE Sedan 4D,"Waverly, OH",122000.0,4750,2010,False,Ford,fusion SE Sedan 4D,100k-150k
420,421,Honda accord DX Sedan 4D,"Walton, KY",138000.0,1600,1983,False,Honda,accord DX Sedan 4D,100k-150k
